ProductId,ListPrice,BasePriceInStock,PriceInStock06211,PriceInStock11975,PriceInStock05229,PriceInStock04939,PriceInStock50465,PriceInStock60426,InStockDiscCriteria,InStockMarkUpCriteria,BasePriceOutStock,PriceOutStock06211,PriceOutStock11975,PriceOutStock05229,PriceOutStock04939,PriceOutStock50465,PriceOutStock60426,OutStockDiscCriteria,OutStockMarkUpCriteria,BuyingPrice66226,Timestamp
"KIT0000BSC053            ",193.00,0.00,144.75,123.52,123.52,173.70,106.15,144.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,144.75,123.52,123.52,173.70,106.15,144.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,82.42,2026-05-18 16:20:58.000
"KIT0000BSC055            ",195.00,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,83.27,2026-05-18 16:20:58.000
"KIT0000BSC057            ",195.00,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,83.27,2026-05-18 16:20:58.000
"KIT0000BSC058            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC059            ",190.00,0.00,142.50,121.60,121.60,171.00,104.50,142.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,142.50,121.60,121.60,171.00,104.50,142.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,81.14,2026-05-18 16:20:58.000
"KIT0000BSC062            ",228.00,0.00,171.00,145.92,145.92,205.20,125.40,171.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,171.00,145.92,145.92,205.20,125.40,171.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,97.37,2026-05-18 16:20:58.000
"KIT0000BSC063            ",215.00,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,91.82,2026-05-18 16:20:58.000
"KIT0000BSC064            ",207.00,0.00,155.25,132.48,132.48,186.30,113.85,155.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,155.25,132.48,132.48,186.30,113.85,155.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,88.40,2026-05-18 16:20:58.000
"KIT0000BSC065            ",240.00,0.00,180.00,153.60,153.60,216.00,132.00,180.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,180.00,153.60,153.60,216.00,132.00,180.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,102.49,2026-05-18 16:20:58.000
"KIT0000BSC066            ",230.00,0.00,172.50,147.20,147.20,207.00,126.50,172.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,172.50,147.20,147.20,207.00,126.50,172.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,98.22,2026-05-18 16:20:58.000
"KIT0000BSC067            ",207.00,0.00,155.25,132.48,132.48,186.30,113.85,155.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,155.25,132.48,132.48,186.30,113.85,155.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,88.40,2026-05-18 16:20:58.000
"KIT0000BSC068            ",230.00,0.00,172.50,147.20,147.20,207.00,126.50,172.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,172.50,147.20,147.20,207.00,126.50,172.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,98.22,2026-05-18 16:20:58.000
"KIT0000BSC069            ",222.00,0.00,166.50,142.08,142.08,199.80,122.10,166.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,166.50,142.08,142.08,199.80,122.10,166.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,94.81,2026-05-18 16:20:58.000
"KIT0000BSC070            ",206.00,0.00,154.50,131.84,131.84,185.40,113.30,154.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,154.50,131.84,131.84,185.40,113.30,154.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,87.97,2026-05-18 16:20:58.000
"KIT0000BSC071            ",235.00,0.00,176.25,150.40,150.40,211.50,129.25,176.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,176.25,150.40,150.40,211.50,129.25,176.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,100.36,2026-05-18 16:20:58.000
"KIT0000BSC072            ",220.00,0.00,165.00,140.80,140.80,198.00,121.00,165.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,165.00,140.80,140.80,198.00,121.00,165.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,93.95,2026-05-18 16:20:58.000
"KIT0000BSC073            ",206.00,0.00,154.50,131.84,131.84,185.40,113.30,154.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,154.50,131.84,131.84,185.40,113.30,154.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,87.97,2026-05-18 16:20:58.000
"KIT0000BSC074            ",205.00,0.00,153.75,131.20,131.20,184.50,112.75,153.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,153.75,131.20,131.20,184.50,112.75,153.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,87.55,2026-05-18 16:20:58.000
"KIT0000BSC075            ",215.00,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,91.82,2026-05-18 16:20:58.000
"KIT0000BSC076            ",218.00,0.00,163.50,139.52,139.52,196.20,119.90,163.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,163.50,139.52,139.52,196.20,119.90,163.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,93.10,2026-05-18 16:20:58.000
"KIT0000BSC077            ",210.00,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,89.68,2026-05-18 16:20:58.000
"KIT0000BSC078            ",239.00,0.00,179.25,152.96,152.96,215.10,131.45,179.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,179.25,152.96,152.96,215.10,131.45,179.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,102.07,2026-05-18 16:20:58.000
"KIT0000BSC079            ",213.00,0.00,159.75,136.32,136.32,191.70,117.15,159.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,159.75,136.32,136.32,191.70,117.15,159.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,90.96,2026-05-18 16:20:58.000
"KIT0000BSC080            ",226.00,0.00,169.50,144.64,144.64,203.40,124.30,169.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,169.50,144.64,144.64,203.40,124.30,169.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,96.51,2026-05-18 16:20:58.000
"KIT0000BSC081            ",264.00,0.00,198.00,168.96,168.96,237.60,145.20,198.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,198.00,168.96,168.96,237.60,145.20,198.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,112.74,2026-05-18 16:20:58.000
"KIT0000BSC082            ",250.00,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,106.76,2026-05-18 16:20:58.000
"KIT0000BSC083            ",265.00,0.00,198.75,169.60,169.60,238.50,145.75,198.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,198.75,169.60,169.60,238.50,145.75,198.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,113.17,2026-05-18 16:20:58.000
"KIT0000BSC084            ",250.00,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,106.76,2026-05-18 16:20:58.000
"KIT0000BSC086            ",250.00,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,106.76,2026-05-18 16:20:58.000
"KIT0000BSC087            ",225.00,0.00,168.75,144.00,144.00,202.50,123.75,168.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,168.75,144.00,144.00,202.50,123.75,168.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,96.09,2026-05-18 16:20:58.000
"KIT0000BSC088            ",259.00,0.00,194.25,165.76,165.76,233.10,142.45,194.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,194.25,165.76,165.76,233.10,142.45,194.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,110.61,2026-05-18 16:20:58.000
"KIT0000BSC089            ",213.00,0.00,159.75,136.32,136.32,191.70,117.15,159.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,159.75,136.32,136.32,191.70,117.15,159.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,90.96,2026-05-18 16:20:58.000
"KIT0000BSC090            ",210.00,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,89.68,2026-05-18 16:20:58.000
"KIT0000BSC095            ",215.00,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,91.82,2026-05-18 16:20:58.000
"KIT0000BSC099            ",184.00,0.00,138.00,117.76,117.76,165.60,101.20,138.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.00,117.76,117.76,165.60,101.20,138.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,78.58,2026-05-18 16:20:58.000
"KIT0000BSC100            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC101            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC102            ",183.00,0.00,137.25,117.12,117.12,164.70,100.65,137.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,137.25,117.12,117.12,164.70,100.65,137.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,78.15,2026-05-18 16:20:58.000
"KIT0000BSC103            ",190.00,0.00,142.50,121.60,121.60,171.00,104.50,142.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,142.50,121.60,121.60,171.00,104.50,142.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,81.14,2026-05-18 16:20:58.000
"KIT0000BSC104            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC105            ",199.00,0.00,149.25,127.36,127.36,179.10,109.45,149.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,149.25,127.36,127.36,179.10,109.45,149.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,84.98,2026-05-18 16:20:58.000
"KIT0000BSC107            ",195.00,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,83.27,2026-05-18 16:20:58.000
"KIT0000BSC108            ",196.00,0.00,147.00,125.44,125.44,176.40,107.80,147.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,147.00,125.44,125.44,176.40,107.80,147.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,83.70,2026-05-18 16:20:58.000
"KIT0000BSC109            ",193.00,0.00,144.75,123.52,123.52,173.70,106.15,144.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,144.75,123.52,123.52,173.70,106.15,144.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,82.42,2026-05-18 16:20:58.000
"KIT0000BSC110            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC111            ",199.00,0.00,149.25,127.36,127.36,179.10,109.45,149.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,149.25,127.36,127.36,179.10,109.45,149.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,84.98,2026-05-18 16:20:58.000
"KIT0000BSC113            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC115            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC116            ",202.00,0.00,151.50,129.28,129.28,181.80,111.10,151.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,151.50,129.28,129.28,181.80,111.10,151.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,86.26,2026-05-18 16:20:58.000
"KIT0000BSC117            ",211.00,0.00,158.25,135.04,135.04,189.90,116.05,158.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,158.25,135.04,135.04,189.90,116.05,158.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,90.11,2026-05-18 16:20:58.000
"KIT0000BSC118            ",201.00,0.00,150.75,128.64,128.64,180.90,110.55,150.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.75,128.64,128.64,180.90,110.55,150.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.84,2026-05-18 16:20:58.000
"KIT0000BSC119            ",202.00,0.00,151.50,129.28,129.28,181.80,111.10,151.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,151.50,129.28,129.28,181.80,111.10,151.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,86.26,2026-05-18 16:20:58.000
"KIT0000BSC120            ",203.00,0.00,152.25,129.92,129.92,182.70,111.65,152.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,152.25,129.92,129.92,182.70,111.65,152.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,86.69,2026-05-18 16:20:58.000
"KIT0000BSC121            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC122            ",210.00,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,89.68,2026-05-18 16:20:58.000
"KIT0000BSC123            ",250.00,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,187.50,160.00,160.00,225.00,137.50,187.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,106.76,2026-05-18 16:20:58.000
"KIT0000BSC124            ",245.00,0.00,183.75,156.80,156.80,220.50,134.75,183.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,183.75,156.80,156.80,220.50,134.75,183.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,104.63,2026-05-18 16:20:58.000
"KIT0000BSC125            ",239.00,0.00,179.25,152.96,152.96,215.10,131.45,179.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,179.25,152.96,152.96,215.10,131.45,179.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,102.07,2026-05-18 16:20:58.000
"KIT0000BSC127            ",215.00,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,91.82,2026-05-18 16:20:58.000
"KIT0000BSC128            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC132            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC133            ",197.00,0.00,147.75,126.08,126.08,177.30,108.35,147.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,147.75,126.08,126.08,177.30,108.35,147.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,84.13,2026-05-18 16:20:58.000
"KIT0000BSC134            ",183.00,0.00,137.25,117.12,117.12,164.70,100.65,137.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,137.25,117.12,117.12,164.70,100.65,137.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,78.15,2026-05-18 16:20:58.000
"KIT0000BSC136            ",280.00,0.00,210.00,179.20,179.20,252.00,154.00,210.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,210.00,179.20,179.20,252.00,154.00,210.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,119.58,2026-05-18 16:20:58.000
"KIT0000BSC138            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC139            ",245.00,0.00,183.75,156.80,156.80,220.50,134.75,183.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,183.75,156.80,156.80,220.50,134.75,183.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,104.63,2026-05-18 16:20:58.000
"KIT0000BSC165            ",195.00,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,83.27,2026-05-18 16:20:58.000
"KIT0000BSC176            ",219.00,0.00,164.25,140.16,140.16,197.10,120.45,164.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,164.25,140.16,140.16,197.10,120.45,164.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,93.52,2026-05-18 16:20:58.000
"KIT0000BSC177            ",205.00,0.00,153.75,131.20,131.20,184.50,112.75,153.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,153.75,131.20,131.20,184.50,112.75,153.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,87.55,2026-05-18 16:20:58.000
"KIT0000BSC178            ",208.00,0.00,156.00,133.12,133.12,187.20,114.40,156.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,156.00,133.12,133.12,187.20,114.40,156.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,88.83,2026-05-18 16:20:58.000
"KIT0000BSC180            ",222.00,0.00,166.50,142.08,142.08,199.80,122.10,166.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,166.50,142.08,142.08,199.80,122.10,166.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,94.81,2026-05-18 16:20:58.000
"KIT0000BSC187            ",223.00,0.00,167.25,142.72,142.72,200.70,122.65,167.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,167.25,142.72,142.72,200.70,122.65,167.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,95.23,2026-05-18 16:20:58.000
"KIT0000BSC188            ",210.00,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,157.50,134.40,134.40,189.00,115.50,157.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,89.68,2026-05-18 16:20:58.000
"KIT0000BSC189            ",244.00,0.00,183.00,156.16,156.16,219.60,134.20,183.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,183.00,156.16,156.16,219.60,134.20,183.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,104.20,2026-05-18 16:20:58.000
"KIT0000BSC190            ",220.00,0.00,165.00,140.80,140.80,198.00,121.00,165.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,165.00,140.80,140.80,198.00,121.00,165.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,93.95,2026-05-18 16:20:58.000
"KIT0000BSC191            ",215.00,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,161.25,137.60,137.60,193.50,118.25,161.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,91.82,2026-05-18 16:20:58.000
"KIT0000BSC192            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC193            ",381.00,0.00,285.75,243.84,243.84,342.90,209.55,285.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,285.75,243.84,243.84,342.90,209.55,285.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,162.71,2026-05-18 16:20:58.000
"KIT0000BSC194            ",299.00,0.00,224.25,191.36,191.36,269.10,164.45,224.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,224.25,191.36,191.36,269.10,164.45,224.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,127.69,2026-05-18 16:20:58.000
"KIT0000BSC195            ",382.00,0.00,286.50,244.48,244.48,343.80,210.10,286.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,286.50,244.48,244.48,343.80,210.10,286.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,163.14,2026-05-18 16:20:58.000
"KIT0000BSC196            ",280.00,0.00,210.00,179.20,179.20,252.00,154.00,210.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,210.00,179.20,179.20,252.00,154.00,210.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,119.58,2026-05-18 16:20:58.000
"KIT0000BSC200            ",280.00,0.00,210.00,179.20,179.20,252.00,154.00,210.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,210.00,179.20,179.20,252.00,154.00,210.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,119.58,2026-05-18 16:20:58.000
"KIT0000BSC202            ",358.00,0.00,268.50,229.12,229.12,322.20,196.90,268.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,268.50,229.12,229.12,322.20,196.90,268.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,152.89,2026-05-18 16:20:58.000
"KIT0000BSC203            ",185.00,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,138.75,118.40,118.40,166.50,101.75,138.75,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,79.00,2026-05-18 16:20:58.000
"KIT0000BSC204            ",198.00,0.00,148.50,126.72,126.72,178.20,108.90,148.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,148.50,126.72,126.72,178.20,108.90,148.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,84.56,2026-05-18 16:20:58.000
"KIT0000BSC205            ",227.00,0.00,170.25,145.28,145.28,204.30,124.85,170.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,170.25,145.28,145.28,204.30,124.85,170.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,96.94,2026-05-18 16:20:58.000
"KIT0000BSC206            ",238.00,0.00,178.50,152.32,152.32,214.20,130.90,178.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,178.50,152.32,152.32,214.20,130.90,178.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,101.64,2026-05-18 16:20:58.000
"KIT0000BSC207            ",190.00,0.00,142.50,121.60,121.60,171.00,104.50,142.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,142.50,121.60,121.60,171.00,104.50,142.50,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,81.14,2026-05-18 16:20:58.000
"KIT0000BSC208            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC209            ",200.00,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,150.00,128.00,128.00,180.00,110.00,150.00,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,85.41,2026-05-18 16:20:58.000
"KIT0000BSC210            ",195.00,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,0.00,146.25,124.80,124.80,175.50,107.25,146.25,SC. RUOTINI BASIC,RIC. RUOTINI BASIC,83.27,2026-05-18 16:20:58.000
