ProductId,ListPrice,BasePriceInStock,PriceInStock06211,PriceInStock11975,PriceInStock05229,PriceInStock04939,PriceInStock50465,PriceInStock60426,InStockDiscCriteria,InStockMarkUpCriteria,BasePriceOutStock,PriceOutStock06211,PriceOutStock11975,PriceOutStock05229,PriceOutStock04939,PriceOutStock50465,PriceOutStock60426,OutStockDiscCriteria,OutStockMarkUpCriteria,BuyingPrice66226,Timestamp
"AC00000054824            ",69.00,0.00,44.85,41.40,41.40,55.20,41.40,40.02,SC. ACCESSORI,RIC. ACCESSORI,0.00,44.85,41.40,41.40,55.20,41.40,40.02,SC. ACCESSORI,RIC. ACCESSORI,41.40,2026-05-18 16:20:58.000
"AC00000054846            ",71.00,0.00,46.15,42.60,42.60,56.80,42.60,41.18,SC. ACCESSORI,RIC. ACCESSORI,0.00,46.15,42.60,42.60,56.80,42.60,41.18,SC. ACCESSORI,RIC. ACCESSORI,42.60,2026-05-18 16:20:58.000
"AC00000053430            ",71.00,0.00,46.15,42.60,42.60,56.80,42.60,41.18,SC. ACCESSORI,RIC. ACCESSORI,0.00,46.15,42.60,42.60,56.80,42.60,41.18,SC. ACCESSORI,RIC. ACCESSORI,42.60,2026-05-18 16:20:58.000
"AC00000053434            ",71.00,0.00,46.15,42.60,42.60,56.80,42.60,41.18,SC. ACCESSORI,RIC. ACCESSORI,0.00,46.15,42.60,42.60,56.80,42.60,41.18,SC. ACCESSORI,RIC. ACCESSORI,42.60,2026-05-18 16:20:58.000
"AC00000303754            ",50.00,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,30.00,2026-05-18 16:20:58.000
"AC00000304522            ",100.00,0.00,65.00,60.00,60.00,80.00,60.00,58.00,SC. ACCESSORI,RIC. ACCESSORI,0.00,65.00,60.00,60.00,80.00,60.00,58.00,SC. ACCESSORI,RIC. ACCESSORI,60.00,2026-05-18 16:20:58.000
"ACVITISPECIAL            ",10.00,0.00,6.50,6.00,6.00,8.00,6.00,5.80,SC. ACCESSORI,RIC. ACCESSORI,0.00,6.50,6.00,6.00,8.00,6.00,5.80,SC. ACCESSORI,RIC. ACCESSORI,6.00,2026-05-18 16:20:58.000
"ZBI00000000B1            ",3.00,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,1.80,2026-05-18 16:20:58.000
"ZBI00000000B3            ",3.00,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,1.80,2026-05-18 16:20:58.000
"ZBI00000000B7            ",3.00,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,1.80,2026-05-18 16:20:58.000
"AC00000017542            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC00000017543            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC00000278142            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC00000278137            ",70.00,22.00,34.10,30.80,30.80,39.60,30.80,34.10,SC. ACCESSORI,RIC. ACCESSORI,22.00,34.10,30.80,30.80,39.60,30.80,34.10,SC. ACCESSORI,RIC. ACCESSORI,30.80,2026-05-18 16:20:58.000
"AC00000050437            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC00000017544            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC00000020865            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC00000278141            ",60.00,17.82,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,20.00,27.62,24.94,24.94,32.07,24.94,27.62,SC. ACCESSORI,RIC. ACCESSORI,24.94,2026-05-18 16:20:58.000
"AC0BULLONESTD            ",3.00,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,0.00,1.95,1.80,1.80,2.40,1.80,1.74,SC. ACCESSORI,RIC. ACCESSORI,1.80,2026-05-18 16:20:58.000
"AC00000145873            ",40.00,0.00,26.00,24.00,24.00,32.00,24.00,23.20,SC. ACCESSORI,RIC. ACCESSORI,0.00,26.00,24.00,24.00,32.00,24.00,23.20,SC. ACCESSORI,RIC. ACCESSORI,24.00,2026-05-18 16:20:58.000
"AC00000502691            ",150.00,35.00,54.25,49.00,49.00,63.00,49.00,54.25,SC. ACCESSORI,RIC. ACCESSORI,0.00,54.25,49.00,49.00,63.00,49.00,54.25,SC. ACCESSORI,RIC. ACCESSORI,49.00,2026-05-18 16:20:58.000
"AC00000502692            ",150.00,35.00,54.25,49.00,49.00,63.00,49.00,54.25,SC. ACCESSORI,RIC. ACCESSORI,0.00,54.25,49.00,49.00,63.00,49.00,54.25,SC. ACCESSORI,RIC. ACCESSORI,49.00,2026-05-18 16:20:58.000
"AC00000502693            ",150.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,SC. ACCESSORI,NULL,0.00,35.00,35.00,35.00,35.00,35.00,35.00,SC. ACCESSORI,NULL,35.00,2026-05-18 16:20:58.000
"AC00000502694            ",150.00,35.00,54.25,49.00,49.00,63.00,49.00,54.25,SC. ACCESSORI,RIC. ACCESSORI,0.00,54.25,49.00,49.00,63.00,49.00,54.25,SC. ACCESSORI,RIC. ACCESSORI,49.00,2026-05-18 16:20:58.000
"AC00000502695            ",200.00,50.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,0.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,70.00,2026-05-18 16:20:58.000
"AC00000502696            ",200.00,50.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,0.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,70.00,2026-05-18 16:20:58.000
"AC00000502697            ",200.00,50.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,0.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,70.00,2026-05-18 16:20:58.000
"AC00000502698            ",200.00,50.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,0.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,70.00,2026-05-18 16:20:58.000
"AC00000502699            ",200.00,50.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,0.00,77.50,70.00,70.00,90.00,70.00,77.50,SC. ACCESSORI,RIC. ACCESSORI,70.00,2026-05-18 16:20:58.000
"ZMC0000125604            ",13.20,0.00,8.58,7.92,7.92,10.56,7.92,7.65,SC. ACCESSORI,RIC. ACCESSORI,0.00,8.58,7.92,7.92,10.56,7.92,7.65,SC. ACCESSORI,RIC. ACCESSORI,7.92,2026-05-18 16:20:58.000
"AC00000050285            ",31.00,20.00,31.00,28.00,28.00,36.00,28.00,31.00,SC. ACCESSORI,RIC. ACCESSORI,20.00,31.00,28.00,28.00,36.00,28.00,31.00,SC. ACCESSORI,RIC. ACCESSORI,28.00,2026-05-18 16:20:58.000
"AC00000055240            ",10.10,18.00,27.90,25.20,25.20,32.40,25.20,27.90,SC. ACCESSORI,RIC. ACCESSORI,18.00,27.90,25.20,25.20,32.40,25.20,27.90,SC. ACCESSORI,RIC. ACCESSORI,25.20,2026-05-18 16:20:58.000
"AC00000045658            ",6.98,4.50,6.97,6.30,6.30,8.10,6.30,6.97,SC. ACCESSORI,RIC. ACCESSORI,4.50,6.97,6.30,6.30,8.10,6.30,6.97,SC. ACCESSORI,RIC. ACCESSORI,6.30,2026-05-18 16:20:58.000
"AC00000046280            ",11.50,4.50,6.97,6.30,6.30,8.10,6.30,6.97,SC. ACCESSORI,RIC. ACCESSORI,4.60,6.97,6.30,6.30,8.10,6.30,6.97,SC. ACCESSORI,RIC. ACCESSORI,6.30,2026-05-18 16:20:58.000
"AC00000092359            ",12.40,8.00,12.40,11.20,11.20,14.40,11.20,12.40,SC. ACCESSORI,RIC. ACCESSORI,8.00,12.40,11.20,11.20,14.40,11.20,12.40,SC. ACCESSORI,RIC. ACCESSORI,11.20,2026-05-18 16:20:58.000
"AC00000046281            ",12.00,4.60,7.13,6.44,6.44,8.28,6.44,7.13,SC. ACCESSORI,RIC. ACCESSORI,4.80,7.13,6.44,6.44,8.28,6.44,7.13,SC. ACCESSORI,RIC. ACCESSORI,6.44,2026-05-18 16:20:58.000
"AC00000046282            ",15.00,5.50,8.52,7.70,7.70,9.90,7.70,8.52,SC. ACCESSORI,RIC. ACCESSORI,6.00,8.52,7.70,7.70,9.90,7.70,8.52,SC. ACCESSORI,RIC. ACCESSORI,7.70,2026-05-18 16:20:58.000
"AC00000055216            ",16.50,7.00,10.85,9.80,9.80,12.60,9.80,10.85,SC. ACCESSORI,RIC. ACCESSORI,7.00,10.85,9.80,9.80,12.60,9.80,10.85,SC. ACCESSORI,RIC. ACCESSORI,9.80,2026-05-18 16:20:58.000
"AC00000048369            ",7.75,5.00,7.75,7.00,7.00,9.00,7.00,7.75,SC. ACCESSORI,RIC. ACCESSORI,5.00,7.75,7.00,7.00,9.00,7.00,7.75,SC. ACCESSORI,RIC. ACCESSORI,7.00,2026-05-18 16:20:58.000
"AC00000045863            ",15.00,5.50,8.52,7.70,7.70,9.90,7.70,8.52,SC. ACCESSORI,RIC. ACCESSORI,6.00,8.52,7.70,7.70,9.90,7.70,8.52,SC. ACCESSORI,RIC. ACCESSORI,7.70,2026-05-18 16:20:58.000
"AC00000045862            ",15.00,6.50,10.07,9.10,9.10,11.70,9.10,10.07,SC. ACCESSORI,RIC. ACCESSORI,6.00,10.07,9.10,9.10,11.70,9.10,10.07,SC. ACCESSORI,RIC. ACCESSORI,9.10,2026-05-18 16:20:58.000
"AC00000050528            ",6.20,4.00,6.20,5.60,5.60,7.20,5.60,6.20,SC. ACCESSORI,RIC. ACCESSORI,4.00,6.20,5.60,5.60,7.20,5.60,6.20,SC. ACCESSORI,RIC. ACCESSORI,5.60,2026-05-18 16:20:58.000
"AC00000196913            ",11.62,7.50,11.62,10.50,10.50,13.50,10.50,11.62,SC. ACCESSORI,RIC. ACCESSORI,7.50,11.62,10.50,10.50,13.50,10.50,11.62,SC. ACCESSORI,RIC. ACCESSORI,10.50,2026-05-18 16:20:58.000
"AC00000045624            ",11.62,7.50,11.62,10.50,10.50,13.50,10.50,11.62,SC. ACCESSORI,RIC. ACCESSORI,7.50,11.62,10.50,10.50,13.50,10.50,11.62,SC. ACCESSORI,RIC. ACCESSORI,10.50,2026-05-18 16:20:58.000
"AC00000050050            ",8.37,5.40,8.37,7.56,7.56,9.72,7.56,8.37,SC. ACCESSORI,RIC. ACCESSORI,5.40,8.37,7.56,7.56,9.72,7.56,8.37,SC. ACCESSORI,RIC. ACCESSORI,7.56,2026-05-18 16:20:58.000
"AC00000050459            ",4.98,3.21,4.97,4.49,4.49,5.77,4.49,4.97,SC. ACCESSORI,RIC. ACCESSORI,3.21,4.97,4.49,4.49,5.77,4.49,4.97,SC. ACCESSORI,RIC. ACCESSORI,4.49,2026-05-18 16:20:58.000
"AC00000045623            ",16.60,10.71,16.60,14.99,14.99,19.27,14.99,16.60,SC. ACCESSORI,RIC. ACCESSORI,10.71,16.60,14.99,14.99,19.27,14.99,16.60,SC. ACCESSORI,RIC. ACCESSORI,14.99,2026-05-18 16:20:58.000
"AC00000053268            ",10.10,3.00,4.65,4.20,4.20,5.40,4.20,4.65,SC. ACCESSORI,RIC. ACCESSORI,3.00,4.65,4.20,4.20,5.40,4.20,4.65,SC. ACCESSORI,RIC. ACCESSORI,4.20,2026-05-18 16:20:58.000
"AC00000196909            ",5.42,3.50,5.42,4.90,4.90,6.30,4.90,5.42,SC. ACCESSORI,RIC. ACCESSORI,3.50,5.42,4.90,4.90,6.30,4.90,5.42,SC. ACCESSORI,RIC. ACCESSORI,4.90,2026-05-18 16:20:58.000
"AC00000045860            ",18.00,7.50,11.62,10.50,10.50,13.50,10.50,11.62,SC. ACCESSORI,RIC. ACCESSORI,7.20,11.62,10.50,10.50,13.50,10.50,11.62,SC. ACCESSORI,RIC. ACCESSORI,10.50,2026-05-18 16:20:58.000
"AC00000045861            ",20.50,8.50,13.17,11.90,11.90,15.30,11.90,13.17,SC. ACCESSORI,RIC. ACCESSORI,8.20,13.17,11.90,11.90,15.30,11.90,13.17,SC. ACCESSORI,RIC. ACCESSORI,11.90,2026-05-18 16:20:58.000
"AC00000048156            ",40.30,26.00,40.30,36.40,36.40,46.80,36.40,40.30,SC. ACCESSORI,RIC. ACCESSORI,26.00,40.30,36.40,36.40,46.80,36.40,40.30,SC. ACCESSORI,RIC. ACCESSORI,36.40,2026-05-18 16:20:58.000
"AC00000017479            ",3.88,2.50,3.87,3.50,3.50,4.50,3.50,3.87,SC. ACCESSORI,RIC. ACCESSORI,2.50,3.87,3.50,3.50,4.50,3.50,3.87,SC. ACCESSORI,RIC. ACCESSORI,3.50,2026-05-18 16:20:58.000
"AC00000045264            ",3.88,2.50,3.87,3.50,3.50,4.50,3.50,3.87,SC. ACCESSORI,RIC. ACCESSORI,2.50,3.87,3.50,3.50,4.50,3.50,3.87,SC. ACCESSORI,RIC. ACCESSORI,3.50,2026-05-18 16:20:58.000
"AC00000020799            ",7.50,0.00,4.87,4.50,4.50,6.00,4.50,4.35,SC. ACCESSORI,RIC. ACCESSORI,0.00,4.87,4.50,4.50,6.00,4.50,4.35,SC. ACCESSORI,RIC. ACCESSORI,4.50,2026-05-18 16:20:58.000
"ZMC0000125051            ",6.16,0.00,4.00,3.69,3.69,4.92,3.69,3.57,SC. ACCESSORI,RIC. ACCESSORI,0.00,4.00,3.69,3.69,4.92,3.69,3.57,SC. ACCESSORI,RIC. ACCESSORI,3.69,2026-05-18 16:20:58.000
"ZMC0001125064            ",7.89,0.00,5.12,4.73,4.73,6.31,4.73,4.57,SC. ACCESSORI,RIC. ACCESSORI,0.00,5.12,4.73,4.73,6.31,4.73,4.57,SC. ACCESSORI,RIC. ACCESSORI,4.73,2026-05-18 16:20:58.000
"ZMC0000125061            ",6.68,0.00,4.34,4.00,4.00,5.34,4.00,3.87,SC. ACCESSORI,RIC. ACCESSORI,0.00,4.34,4.00,4.00,5.34,4.00,3.87,SC. ACCESSORI,RIC. ACCESSORI,4.00,2026-05-18 16:20:58.000
"AC00000146285            ",10.00,3.50,5.42,4.90,4.90,6.30,4.90,5.42,SC. ACCESSORI,RIC. ACCESSORI,3.50,5.42,4.90,4.90,6.30,4.90,5.42,SC. ACCESSORI,RIC. ACCESSORI,4.90,2026-05-18 16:20:58.000
"AC00000050458            ",3.88,2.50,3.87,3.50,3.50,4.50,3.50,3.87,SC. ACCESSORI,RIC. ACCESSORI,2.50,3.87,3.50,3.50,4.50,3.50,3.87,SC. ACCESSORI,RIC. ACCESSORI,3.50,2026-05-18 16:20:58.000
"ZMC0001142826            ",13.15,0.00,8.54,7.89,7.89,10.52,7.89,7.62,SC. ACCESSORI,RIC. ACCESSORI,0.00,8.54,7.89,7.89,10.52,7.89,7.62,SC. ACCESSORI,RIC. ACCESSORI,7.89,2026-05-18 16:20:58.000
"ZMC0001276900            ",14.15,0.00,9.19,8.49,8.49,11.32,8.49,8.20,SC. ACCESSORI,RIC. ACCESSORI,0.00,9.19,8.49,8.49,11.32,8.49,8.20,SC. ACCESSORI,RIC. ACCESSORI,8.49,2026-05-18 16:20:58.000
"AC00000017044            ",10.10,3.00,4.65,4.20,4.20,5.40,4.20,4.65,SC. ACCESSORI,RIC. ACCESSORI,3.00,4.65,4.20,4.20,5.40,4.20,4.65,SC. ACCESSORI,RIC. ACCESSORI,4.20,2026-05-18 16:20:58.000
"ZMC0001125685            ",10.20,0.00,6.63,6.12,6.12,8.16,6.12,5.91,SC. ACCESSORI,RIC. ACCESSORI,0.00,6.63,6.12,6.12,8.16,6.12,5.91,SC. ACCESSORI,RIC. ACCESSORI,6.12,2026-05-18 16:20:58.000
"AC00000017105            ",10.10,4.20,6.51,5.88,5.88,7.56,5.88,6.51,SC. ACCESSORI,RIC. ACCESSORI,4.20,6.51,5.88,5.88,7.56,5.88,6.51,SC. ACCESSORI,RIC. ACCESSORI,5.88,2026-05-18 16:20:58.000
"AC00000017106            ",10.10,4.00,6.20,5.60,5.60,7.20,5.60,6.20,SC. ACCESSORI,RIC. ACCESSORI,4.00,6.20,5.60,5.60,7.20,5.60,6.20,SC. ACCESSORI,RIC. ACCESSORI,5.60,2026-05-18 16:20:58.000
"ZMC0000101071            ",19.30,0.00,12.54,11.58,11.58,15.44,11.58,11.19,SC. ACCESSORI,RIC. ACCESSORI,0.00,12.54,11.58,11.58,15.44,11.58,11.19,SC. ACCESSORI,RIC. ACCESSORI,11.58,2026-05-18 16:20:58.000
"ZMC0000101106            ",19.30,0.00,12.54,11.58,11.58,15.44,11.58,11.19,SC. ACCESSORI,RIC. ACCESSORI,0.00,12.54,11.58,11.58,15.44,11.58,11.19,SC. ACCESSORI,RIC. ACCESSORI,11.58,2026-05-18 16:20:58.000
"AC00000021264            ",10.28,3.57,5.53,4.99,4.99,6.42,4.99,5.53,SC. ACCESSORI,RIC. ACCESSORI,3.57,5.53,4.99,4.99,6.42,4.99,5.53,SC. ACCESSORI,RIC. ACCESSORI,4.99,2026-05-18 16:20:58.000
"ZMC0000125639            ",25.00,0.00,16.25,15.00,15.00,20.00,15.00,14.50,SC. ACCESSORI,RIC. ACCESSORI,0.00,16.25,15.00,15.00,20.00,15.00,14.50,SC. ACCESSORI,RIC. ACCESSORI,15.00,2026-05-18 16:20:58.000
"AC00000017104            ",10.00,3.57,5.53,4.99,4.99,6.42,4.99,5.53,SC. ACCESSORI,RIC. ACCESSORI,3.57,5.53,4.99,4.99,6.42,4.99,5.53,SC. ACCESSORI,RIC. ACCESSORI,4.99,2026-05-18 16:20:58.000
"ZAE0000202010            ",43.75,0.00,28.43,26.25,26.25,35.00,26.25,25.37,SC. ACCESSORI,RIC. ACCESSORI,0.00,28.43,26.25,26.25,35.00,26.25,25.37,SC. ACCESSORI,RIC. ACCESSORI,26.25,2026-05-18 16:20:58.000
"ZAE0000202030            ",50.00,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,30.00,2026-05-18 16:20:58.000
"ZAE0000202035            ",50.50,0.00,32.82,30.30,30.30,40.40,30.30,29.29,SC. ACCESSORI,RIC. ACCESSORI,0.00,32.82,30.30,30.30,40.40,30.30,29.29,SC. ACCESSORI,RIC. ACCESSORI,30.30,2026-05-18 16:20:58.000
"ZAE0000202040            ",51.13,0.00,33.23,30.67,30.67,40.90,30.67,29.65,SC. ACCESSORI,RIC. ACCESSORI,0.00,33.23,30.67,30.67,40.90,30.67,29.65,SC. ACCESSORI,RIC. ACCESSORI,30.67,2026-05-18 16:20:58.000
"ZAE0000202060            ",56.82,0.00,36.93,34.09,34.09,45.45,34.09,32.95,SC. ACCESSORI,RIC. ACCESSORI,0.00,36.93,34.09,34.09,45.45,34.09,32.95,SC. ACCESSORI,RIC. ACCESSORI,34.09,2026-05-18 16:20:58.000
"ZAE0000202095            ",66.00,0.00,42.90,39.60,39.60,52.80,39.60,38.28,SC. ACCESSORI,RIC. ACCESSORI,0.00,42.90,39.60,39.60,52.80,39.60,38.28,SC. ACCESSORI,RIC. ACCESSORI,39.60,2026-05-18 16:20:58.000
"ZAE0000202100            ",67.03,0.00,43.56,40.21,40.21,53.62,40.21,38.87,SC. ACCESSORI,RIC. ACCESSORI,0.00,43.56,40.21,40.21,53.62,40.21,38.87,SC. ACCESSORI,RIC. ACCESSORI,40.21,2026-05-18 16:20:58.000
"ZAE0000202111            ",110.78,0.00,72.00,66.46,66.46,88.62,66.46,64.25,SC. ACCESSORI,RIC. ACCESSORI,0.00,72.00,66.46,66.46,88.62,66.46,64.25,SC. ACCESSORI,RIC. ACCESSORI,66.46,2026-05-18 16:20:58.000
"ZAE0000202112            ",119.31,0.00,77.55,71.58,71.58,95.44,71.58,69.19,SC. ACCESSORI,RIC. ACCESSORI,0.00,77.55,71.58,71.58,95.44,71.58,69.19,SC. ACCESSORI,RIC. ACCESSORI,71.58,2026-05-18 16:20:58.000
"ZAE0000202113            ",123.85,0.00,80.50,74.31,74.31,99.08,74.31,71.83,SC. ACCESSORI,RIC. ACCESSORI,0.00,80.50,74.31,74.31,99.08,74.31,71.83,SC. ACCESSORI,RIC. ACCESSORI,74.31,2026-05-18 16:20:58.000
"ZAE0000202115            ",127.26,0.00,82.71,76.35,76.35,101.80,76.35,73.81,SC. ACCESSORI,RIC. ACCESSORI,0.00,82.71,76.35,76.35,101.80,76.35,73.81,SC. ACCESSORI,RIC. ACCESSORI,76.35,2026-05-18 16:20:58.000
"ZAE0000202116            ",128.96,0.00,83.82,77.37,77.37,103.16,77.37,74.79,SC. ACCESSORI,RIC. ACCESSORI,0.00,83.82,77.37,77.37,103.16,77.37,74.79,SC. ACCESSORI,RIC. ACCESSORI,77.37,2026-05-18 16:20:58.000
"ZAE0000202118            ",140.32,0.00,91.20,84.19,84.19,112.25,84.19,81.38,SC. ACCESSORI,RIC. ACCESSORI,0.00,91.20,84.19,84.19,112.25,84.19,81.38,SC. ACCESSORI,RIC. ACCESSORI,84.19,2026-05-18 16:20:58.000
"AC00000440712            ",90.00,0.00,58.50,54.00,54.00,72.00,54.00,52.20,SC. ACCESSORI,RIC. ACCESSORI,0.00,58.50,54.00,54.00,72.00,54.00,52.20,SC. ACCESSORI,RIC. ACCESSORI,54.00,2026-05-18 16:20:58.000
"AC00000480445            ",95.00,0.00,61.75,57.00,57.00,76.00,57.00,55.10,SC. ACCESSORI,RIC. ACCESSORI,0.00,61.75,57.00,57.00,76.00,57.00,55.10,SC. ACCESSORI,RIC. ACCESSORI,57.00,2026-05-18 16:20:58.000
"AC00000480446            ",95.00,0.00,61.75,57.00,57.00,76.00,57.00,55.10,SC. ACCESSORI,RIC. ACCESSORI,0.00,61.75,57.00,57.00,76.00,57.00,55.10,SC. ACCESSORI,RIC. ACCESSORI,57.00,2026-05-18 16:20:58.000
"AC00000438297            ",110.00,0.00,71.50,66.00,66.00,88.00,66.00,63.80,SC. ACCESSORI,RIC. ACCESSORI,0.00,71.50,66.00,66.00,88.00,66.00,63.80,SC. ACCESSORI,RIC. ACCESSORI,66.00,2026-05-18 16:20:58.000
"AC00000480447            ",95.00,0.00,61.75,57.00,57.00,76.00,57.00,55.10,SC. ACCESSORI,RIC. ACCESSORI,0.00,61.75,57.00,57.00,76.00,57.00,55.10,SC. ACCESSORI,RIC. ACCESSORI,57.00,2026-05-18 16:20:58.000
"AC00000438292            ",50.00,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,30.00,2026-05-18 16:20:58.000
"AC00000438293            ",60.00,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,36.00,2026-05-18 16:20:58.000
"AC00000438294            ",60.00,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,36.00,2026-05-18 16:20:58.000
"AC00000438295            ",60.00,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,36.00,2026-05-18 16:20:58.000
"AC00000438296            ",60.00,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,0.00,39.00,36.00,36.00,48.00,36.00,34.80,SC. ACCESSORI,RIC. ACCESSORI,36.00,2026-05-18 16:20:58.000
"AC00000438290            ",50.00,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,30.00,2026-05-18 16:20:58.000
"AC00000438291            ",50.00,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,0.00,32.50,30.00,30.00,40.00,30.00,29.00,SC. ACCESSORI,RIC. ACCESSORI,30.00,2026-05-18 16:20:58.000
"ZAE0000202250            ",67.19,0.00,43.67,40.31,40.31,53.75,40.31,38.97,SC. ACCESSORI,RIC. ACCESSORI,0.00,43.67,40.31,40.31,53.75,40.31,38.97,SC. ACCESSORI,RIC. ACCESSORI,40.31,2026-05-18 16:20:58.000
"ZAE0000202265            ",68.50,0.00,44.52,41.10,41.10,54.80,41.10,39.73,SC. ACCESSORI,RIC. ACCESSORI,0.00,44.52,41.10,41.10,54.80,41.10,39.73,SC. ACCESSORI,RIC. ACCESSORI,41.10,2026-05-18 16:20:58.000
"ZAE0000202270            ",68.75,0.00,44.68,41.25,41.25,55.00,41.25,39.87,SC. ACCESSORI,RIC. ACCESSORI,0.00,44.68,41.25,41.25,55.00,41.25,39.87,SC. ACCESSORI,RIC. ACCESSORI,41.25,2026-05-18 16:20:58.000
"ZAE0000202280            ",68.83,0.00,44.73,41.29,41.29,55.06,41.29,39.92,SC. ACCESSORI,RIC. ACCESSORI,0.00,44.73,41.29,41.29,55.06,41.29,39.92,SC. ACCESSORI,RIC. ACCESSORI,41.29,2026-05-18 16:20:58.000
"ZAE0000202290            ",69.32,0.00,45.05,41.59,41.59,55.45,41.59,40.20,SC. ACCESSORI,RIC. ACCESSORI,0.00,45.05,41.59,41.59,55.45,41.59,40.20,SC. ACCESSORI,RIC. ACCESSORI,41.59,2026-05-18 16:20:58.000
