Id;RowState;InsDate;InsUserId;UpdDate;UpdUserId;BrandId;Descr;ExtendedDescr;ProductTypeId;TyTypeId;TySeasonId;TyManufactureTypeId;WhSpokes;WhManufactureTypeId;WhManufacturePieces
70;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CC12/25) BULLONE M12X1,25 CONICO CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
71;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CF12/50) BULLONE M12X1,50 CONICO CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
72;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CL12/25) BULLONE M12X1,25 CONICO CH 19;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
73;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CL14/54) BULLONE M14X1,50 CONICO CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
74;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CM14/25) BULLONE M14X1,25 CONICO CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
75;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CN12/25) BULLONE M12X1,25 CONICO CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
76;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CN14/50) BULLONE M14X1.50 CONICO 28 CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
77;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(CR12/50) BULLONE M12X1,50 CONICO CH 17;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
78;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(DN12/25) DADO M12X1,25 CONICO CH 19;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
79;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(DN12/50) DADO M12X1,50 CONICO CH 19;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
