separator=,
ModelId,SupplierId,SupplierProdCode,ProductId,WheelCode,Holes,Diameter,AbeCodeList,ApprovalTypeId,ApprovalTypeDescr,ApprCertCode,KitsetBrandId,KitsetCode,KitsetProductId,OeFastenersCode,UseOeFasteners,AxlesId,AxlesDescr,TyreList,OeCupCode,InterchangeableOeCup,Notes,PdfList,IsTemporaryFitment,IsExternalSource,Disabled,Timestamp
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,2,Ant.,235/45R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,4,Post.,255/40R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,245/40R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,245/45R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,235/45R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,255/40R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,275/35R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,265/40R20,,0,,,0,1,0,2025-08-22 18:26:30.670
38232,251510994,AUVX-902038FO11-0,CL00000480377,,5,20.00,,NULL,,,0,,,,1,6,Ant./Post.,275/40R20,,0,,,0,1,0,2025-08-22 18:26:30.670
